Code,State Code,County Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State,Unemployed Rate Category
CN0106100000000,1.0,61.0,"Geneva County, AL",2016.0,10720.0,10097.0,623.0,5.8,AL,Medium
CN0106300000000,1.0,63.0,"Greene County, AL",2016.0,2848.0,2564.0,284.0,10.0,AL,High
CN0106500000000,1.0,65.0,"Hale County, AL",2016.0,5933.0,5478.0,455.0,7.7,AL,Medium
CN0106700000000,1.0,67.0,"Henry County, AL",2016.0,6666.0,6231.0,435.0,6.5,AL,Medium
CN0106900000000,1.0,69.0,"Houston County, AL",2016.0,44185.0,41621.0,2564.0,5.8,AL,Medium
CN0107100000000,1.0,71.0,"Jackson County, AL",2016.0,23390.0,21911.0,1479.0,6.3,AL,Medium
CN0107300000000,1.0,73.0,"Jefferson County, AL",2016.0,308632.0,290887.0,17745.0,5.7,AL,Medium
CN0107500000000,1.0,75.0,"Lamar County, AL",2016.0,5643.0,5324.0,319.0,5.7,AL,Medium
CN0107700000000,1.0,77.0,"Lauderdale County, AL",2016.0,42180.0,39490.0,2690.0,6.4,AL,Medium
CN0107900000000,1.0,79.0,"Lawrence County, AL",2016.0,13607.0,12665.0,942.0,6.9,AL,Medium
CN0108100000000,1.0,81.0,"Lee County, AL",2016.0,71759.0,67995.0,3764.0,5.2,AL,Medium
CN0108300000000,1.0,83.0,"Limestone County, AL",2016.0,40349.0,38229.0,2120.0,5.3,AL,Medium
CN0108500000000,1.0,85.0,"Lowndes County, AL",2016.0,3770.0,3371.0,399.0,10.6,AL,High
CN0108700000000,1.0,87.0,"Macon County, AL",2016.0,7803.0,7208.0,595.0,7.6,AL,Medium
CN0108900000000,1.0,89.0,"Madison County, AL",2016.0,172125.0,163288.0,8837.0,5.1,AL,Medium
CN0109100000000,1.0,91.0,"Marengo County, AL",2016.0,7608.0,7063.0,545.0,7.2,AL,Medium
CN0109300000000,1.0,93.0,"Marion County, AL",2016.0,12394.0,11572.0,822.0,6.6,AL,Medium
CN0109500000000,1.0,95.0,"Marshall County, AL",2016.0,41240.0,39034.0,2206.0,5.3,AL,Medium
CN0109700000000,1.0,97.0,"Mobile County, AL",2016.0,186230.0,173856.0,12374.0,6.6,AL,Medium
CN0109900000000,1.0,99.0,"Monroe County, AL",2016.0,7255.0,6596.0,659.0,9.1,AL,High
CN0110100000000,1.0,101.0,"Montgomery County, AL",2016.0,104883.0,98929.0,5954.0,5.7,AL,Medium
CN0110300000000,1.0,103.0,"Morgan County, AL",2016.0,54413.0,51395.0,3018.0,5.5,AL,Medium
CN0110500000000,1.0,105.0,"Perry County, AL",2016.0,3438.0,3083.0,355.0,10.3,AL,High
CN0110700000000,1.0,107.0,"Pickens County, AL",2016.0,7702.0,7172.0,530.0,6.9,AL,Medium
CN0110900000000,1.0,109.0,"Pike County, AL",2016.0,14825.0,13860.0,965.0,6.5,AL,Medium
CN0111100000000,1.0,111.0,"Randolph County, AL",2016.0,9350.0,8827.0,523.0,5.6,AL,Medium
CN0111300000000,1.0,113.0,"Russell County, AL",2016.0,23338.0,22038.0,1300.0,5.6,AL,Medium
CN0111500000000,1.0,115.0,"St. Clair County, AL",2016.0,38757.0,36745.0,2012.0,5.2,AL,Medium
CN0111700000000,1.0,117.0,"Shelby County, AL",2016.0,108670.0,103986.0,4684.0,4.3,AL,Low
CN0111900000000,1.0,119.0,"Sumter County, AL",2016.0,5069.0,4678.0,391.0,7.7,AL,Medium
CN0112100000000,1.0,121.0,"Talladega County, AL",2016.0,34528.0,32244.0,2284.0,6.6,AL,Medium
CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2016.0,18426.0,17396.0,1030.0,5.6,AL,Medium
CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2016.0,98431.0,92864.0,5567.0,5.7,AL,Medium
CN0112700000000,1.0,127.0,"Walker County, AL",2016.0,25356.0,23465.0,1891.0,7.5,AL,Medium
CN0112900000000,1.0,129.0,"Washington County, AL",2016.0,6686.0,6109.0,577.0,8.6,AL,High
CN0113100000000,1.0,131.0,"Wilcox County, AL",2016.0,2795.0,2391.0,404.0,14.5,AL,High
CN0113300000000,1.0,133.0,"Winston County, AL",2016.0,9455.0,8783.0,672.0,7.1,AL,Medium
CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2016.0,2589.0,2523.0,66.0,2.5,AK,Low
CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2016.0,3982.0,3856.0,126.0,3.2,AK,Low
CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2016.0,155471.0,147254.0,8217.0,5.3,AK,Medium
CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2016.0,7219.0,6230.0,989.0,13.7,AK,High
CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2016.0,413.0,385.0,28.0,6.8,AK,Medium
CN0206800000000,2.0,68.0,"Denali Borough, AK",2016.0,1091.0,996.0,95.0,8.7,AK,High
CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2016.0,2073.0,1881.0,192.0,9.3,AK,High
CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2016.0,46443.0,43824.0,2619.0,5.6,AK,Medium
CN0210000000000,2.0,100.0,"Haines Borough, AK",2016.0,1071.0,966.0,105.0,9.8,AK,High
CN0210500000000,2.0,105.0,"Hoonah-Angoon Census Area, AK",2016.0,1200.0,1064.0,136.0,11.3,AK,High
CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2016.0,17343.0,16599.0,744.0,4.3,AK,Low
CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2016.0,27123.0,24906.0,2217.0,8.2,AK,High
CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2016.0,7019.0,6581.0,438.0,6.2,AK,Medium
CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2016.0,6418.0,6101.0,317.0,4.9,AK,Medium
CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2016.0,2706.0,2142.0,564.0,20.8,AK,High
CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2016.0,653.0,575.0,78.0,11.9,AK,High
CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2016.0,47353.0,43613.0,3740.0,7.9,AK,Medium
CN0218000000000,2.0,180.0,"Nome Census Area, AK",2016.0,4072.0,3574.0,498.0,12.2,AK,High
CN0218500000000,2.0,185.0,"North Slope Borough, AK",2016.0,3951.0,3694.0,257.0,6.5,AK,Medium
CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2016.0,2950.0,2496.0,454.0,15.4,AK,High
CN0219500000000,2.0,195.0,"Petersburg Borough, AK",2016.0,1447.0,1322.0,125.0,8.6,AK,High
CN0219800000000,2.0,198.0,"Prince of Wales-Hyder Census Area, AK",2016.0,2760.0,2437.0,323.0,11.7,AK,High
CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2016.0,4373.0,4179.0,194.0,4.4,AK,Low
CN0223000000000,2.0,230.0,"Skagway Municipality, AK",2016.0,803.0,717.0,86.0,10.7,AK,High
CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2016.0,2990.0,2681.0,309.0,10.3,AK,High
CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2016.0,4802.0,4406.0,396.0,8.2,AK,High
CN0227500000000,2.0,275.0,"Wrangell Borough/city, AK",2016.0,1053.0,977.0,76.0,7.2,AK,Medium
CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2016.0,244.0,224.0,20.0,8.2,AK,High
CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2016.0,2408.0,1994.0,414.0,17.2,AK,High
CN0400100000000,4.0,1.0,"Apache County, AZ",2016.0,20418.0,18042.0,2376.0,11.6,AZ,High
CN0400300000000,4.0,3.0,"Cochise County, AZ",2016.0,49799.0,46647.0,3152.0,6.3,AZ,Medium
CN0400500000000,4.0,5.0,"Coconino County, AZ",2016.0,74484.0,69930.0,4554.0,6.1,AZ,Medium
CN0400700000000,4.0,7.0,"Gila County, AZ",2016.0,21084.0,19536.0,1548.0,7.3,AZ,Medium
CN0400900000000,4.0,9.0,"Graham County, AZ",2016.0,14433.0,13445.0,988.0,6.8,AZ,Medium
CN0401100000000,4.0,11.0,"Greenlee County, AZ",2016.0,3916.0,3615.0,301.0,7.7,AZ,Medium
CN0401200000000,4.0,12.0,"La Paz County, AZ",2016.0,8506.0,7983.0,523.0,6.1,AZ,Medium
CN0401300000000,4.0,13.0,"Maricopa County, AZ",2016.0,2088551.0,1991371.0,97180.0,4.7,AZ,Medium
CN0401500000000,4.0,15.0,"Mohave County, AZ",2016.0,80843.0,75410.0,5433.0,6.7,AZ,Medium
CN0401700000000,4.0,17.0,"Navajo County, AZ",2016.0,41511.0,38030.0,3481.0,8.4,AZ,High
CN0401900000000,4.0,19.0,"Pima County, AZ",2016.0,471452.0,447695.0,23757.0,5.0,AZ,Medium
CN0402100000000,4.0,21.0,"Pinal County, AZ",2016.0,164605.0,155330.0,9275.0,5.6,AZ,Medium
CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2016.0,19282.0,17317.0,1965.0,10.2,AZ,High
CN0402500000000,4.0,25.0,"Yavapai County, AZ",2016.0,99916.0,94913.0,5003.0,5.0,AZ,Medium
CN0402700000000,4.0,27.0,"Yuma County, AZ",2016.0,94671.0,76590.0,18081.0,19.1,AZ,High
CN0500100000000,5.0,1.0,"Arkansas County, AR",2016.0,9284.0,8967.0,317.0,3.4,AR,Low
CN0500300000000,5.0,3.0,"Ashley County, AR",2016.0,7966.0,7477.0,489.0,6.1,AR,Medium
CN0500500000000,5.0,5.0,"Baxter County, AR",2016.0,16130.0,15435.0,695.0,4.3,AR,Low
CN0500700000000,5.0,7.0,"Benton County, AR",2016.0,128130.0,124390.0,3740.0,2.9,AR,Low
CN0500900000000,5.0,9.0,"Boone County, AR",2016.0,15957.0,15370.0,587.0,3.7,AR,Low
CN0501100000000,5.0,11.0,"Bradley County, AR",2016.0,4491.0,4265.0,226.0,5.0,AR,Medium
CN0501300000000,5.0,13.0,"Calhoun County, AR",2016.0,2396.0,2286.0,110.0,4.6,AR,Medium
CN0501500000000,5.0,15.0,"Carroll County, AR",2016.0,12891.0,12432.0,459.0,3.6,AR,Low
CN0501700000000,5.0,17.0,"Chicot County, AR",2016.0,3590.0,3353.0,237.0,6.6,AR,Medium
CN0501900000000,5.0,19.0,"Clark County, AR",2016.0,9589.0,9173.0,416.0,4.3,AR,Low
CN0502100000000,5.0,21.0,"Clay County, AR",2016.0,6048.0,5706.0,342.0,5.7,AR,Medium
CN0502300000000,5.0,23.0,"Cleburne County, AR",2016.0,9500.0,8935.0,565.0,5.9,AR,Medium
CN0502500000000,5.0,25.0,"Cleveland County, AR",2016.0,3349.0,3198.0,151.0,4.5,AR,Low
CN0502700000000,5.0,27.0,"Columbia County, AR",2016.0,9313.0,8781.0,532.0,5.7,AR,Medium
CN0502900000000,5.0,29.0,"Conway County, AR",2016.0,8468.0,7983.0,485.0,5.7,AR,Medium
CN0503100000000,5.0,31.0,"Craighead County, AR",2016.0,52315.0,50613.0,1702.0,3.3,AR,Low
CN0503300000000,5.0,33.0,"Crawford County, AR",2016.0,26995.0,25941.0,1054.0,3.9,AR,Low
CN0503500000000,5.0,35.0,"Crittenden County, AR",2016.0,21642.0,20664.0,978.0,4.5,AR,Low
CN0503700000000,5.0,37.0,"Cross County, AR",2016.0,7897.0,7547.0,350.0,4.4,AR,Low
CN0503900000000,5.0,39.0,"Dallas County, AR",2016.0,2987.0,2842.0,145.0,4.9,AR,Medium
CN0504100000000,5.0,41.0,"Desha County, AR",2016.0,5455.0,5157.0,298.0,5.5,AR,Medium
CN0504300000000,5.0,43.0,"Drew County, AR",2016.0,8002.0,7549.0,453.0,5.7,AR,Medium
CN0504500000000,5.0,45.0,"Faulkner County, AR",2016.0,60654.0,58345.0,2309.0,3.8,AR,Low
CN0504700000000,5.0,47.0,"Franklin County, AR",2016.0,7378.0,7079.0,299.0,4.1,AR,Low
CN0504900000000,5.0,49.0,"Fulton County, AR",2016.0,4675.0,4472.0,203.0,4.3,AR,Low
CN0505100000000,5.0,51.0,"Garland County, AR",2016.0,40152.0,38421.0,1731.0,4.3,AR,Low
CN0505300000000,5.0,53.0,"Grant County, AR",2016.0,8288.0,7989.0,299.0,3.6,AR,Low
CN0505500000000,5.0,55.0,"Greene County, AR",2016.0,19839.0,18987.0,852.0,4.3,AR,Low
CN0505700000000,5.0,57.0,"Hempstead County, AR",2016.0,10019.0,9643.0,376.0,3.8,AR,Low
CN0505900000000,5.0,59.0,"Hot Spring County, AR",2016.0,14139.0,13582.0,557.0,3.9,AR,Low
CN0506100000000,5.0,61.0,"Howard County, AR",2016.0,5989.0,5793.0,196.0,3.3,AR,Low
CN0506300000000,5.0,63.0,"Independence County, AR",2016.0,16039.0,15243.0,796.0,5.0,AR,Medium
CN0506500000000,5.0,65.0,"Izard County, AR",2016.0,4976.0,4696.0,280.0,5.6,AR,Medium
CN0506700000000,5.0,67.0,"Jackson County, AR",2016.0,6068.0,5689.0,379.0,6.2,AR,Medium
CN0506900000000,5.0,69.0,"Jefferson County, AR",2016.0,28373.0,26779.0,1594.0,5.6,AR,Medium
CN0507100000000,5.0,71.0,"Johnson County, AR",2016.0,10551.0,10049.0,502.0,4.8,AR,Medium
CN0507300000000,5.0,73.0,"Lafayette County, AR",2016.0,2586.0,2435.0,151.0,5.8,AR,Medium
CN0507500000000,5.0,75.0,"Lawrence County, AR",2016.0,6929.0,6628.0,301.0,4.3,AR,Low
CN0507700000000,5.0,77.0,"Lee County, AR",2016.0,3098.0,2951.0,147.0,4.7,AR,Medium
CN0507900000000,5.0,79.0,"Lincoln County, AR",2016.0,4102.0,3904.0,198.0,4.8,AR,Medium
CN0508100000000,5.0,81.0,"Little River County, AR",2016.0,5602.0,5339.0,263.0,4.7,AR,Medium
CN0508300000000,5.0,83.0,"Logan County, AR",2016.0,9145.0,8724.0,421.0,4.6,AR,Medium
CN0508500000000,5.0,85.0,"Lonoke County, AR",2016.0,33442.0,32327.0,1115.0,3.3,AR,Low
CN0508700000000,5.0,87.0,"Madison County, AR",2016.0,7297.0,7063.0,234.0,3.2,AR,Low
CN0508900000000,5.0,89.0,"Marion County, AR",2016.0,6532.0,6271.0,261.0,4.0,AR,Low
CN0509100000000,5.0,91.0,"Miller County, AR",2016.0,19904.0,19067.0,837.0,4.2,AR,Low
CN0509300000000,5.0,93.0,"Mississippi County, AR",2016.0,18099.0,16869.0,1230.0,6.8,AR,Medium
CN0509500000000,5.0,95.0,"Monroe County, AR",2016.0,2886.0,2747.0,139.0,4.8,AR,Medium
CN0509700000000,5.0,97.0,"Montgomery County, AR",2016.0,3133.0,2972.0,161.0,5.1,AR,Medium
CN0509900000000,5.0,99.0,"Nevada County, AR",2016.0,3650.0,3515.0,135.0,3.7,AR,Low
CN0510100000000,5.0,101.0,"Newton County, AR",2016.0,3417.0,3284.0,133.0,3.9,AR,Low
CN0510300000000,5.0,103.0,"Ouachita County, AR",2016.0,9897.0,9399.0,498.0,5.0,AR,Medium
CN0510500000000,5.0,105.0,"Perry County, AR",2016.0,4174.0,3974.0,200.0,4.8,AR,Medium
CN0510700000000,5.0,107.0,"Phillips County, AR",2016.0,6668.0,6274.0,394.0,5.9,AR,Medium
CN0510900000000,5.0,109.0,"Pike County, AR",2016.0,4228.0,4048.0,180.0,4.3,AR,Low
CN0511100000000,5.0,111.0,"Poinsett County, AR",2016.0,10108.0,9675.0,433.0,4.3,AR,Low
CN0511300000000,5.0,113.0,"Polk County, AR",2016.0,8194.0,7794.0,400.0,4.9,AR,Medium
CN0511500000000,5.0,115.0,"Pope County, AR",2016.0,29332.0,27981.0,1351.0,4.6,AR,Medium
CN0511700000000,5.0,117.0,"Prairie County, AR",2016.0,3656.0,3516.0,140.0,3.8,AR,Low
CN0511900000000,5.0,119.0,"Pulaski County, AR",2016.0,187419.0,180752.0,6667.0,3.6,AR,Low
CN0512100000000,5.0,121.0,"Randolph County, AR",2016.0,6534.0,6232.0,302.0,4.6,AR,Medium
CN0512300000000,5.0,123.0,"St. Francis County, AR",2016.0,8855.0,8394.0,461.0,5.2,AR,Medium
CN0512500000000,5.0,125.0,"Saline County, AR",2016.0,56952.0,55170.0,1782.0,3.1,AR,Low
CN0512700000000,5.0,127.0,"Scott County, AR",2016.0,4469.0,4305.0,164.0,3.7,AR,Low
CN0512900000000,5.0,129.0,"Searcy County, AR",2016.0,2994.0,2857.0,137.0,4.6,AR,Medium
CN0513100000000,5.0,131.0,"Sebastian County, AR",2016.0,57697.0,55543.0,2154.0,3.7,AR,Low
CN0513300000000,5.0,133.0,"Sevier County, AR",2016.0,5704.0,5427.0,277.0,4.9,AR,Medium
CN0513500000000,5.0,135.0,"Sharp County, AR",2016.0,6062.0,5731.0,331.0,5.5,AR,Medium
CN0513700000000,5.0,137.0,"Stone County, AR",2016.0,4748.0,4504.0,244.0,5.1,AR,Medium
CN0513900000000,5.0,139.0,"Union County, AR",2016.0,16401.0,15504.0,897.0,5.5,AR,Medium
CN0514100000000,5.0,141.0,"Van Buren County, AR",2016.0,6113.0,5692.0,421.0,6.9,AR,Medium
CN0514300000000,5.0,143.0,"Washington County, AR",2016.0,118574.0,115300.0,3274.0,2.8,AR,Low
CN0514500000000,5.0,145.0,"White County, AR",2016.0,34092.0,32318.0,1774.0,5.2,AR,Medium
CN0514700000000,5.0,147.0,"Woodruff County, AR",2016.0,2974.0,2811.0,163.0,5.5,AR,Medium
CN0514900000000,5.0,149.0,"Yell County, AR",2016.0,8700.0,8311.0,389.0,4.5,AR,Low
CN0600100000000,6.0,1.0,"Alameda County, CA",2016.0,831827.0,796037.0,35790.0,4.3,CA,Low
CN0600300000000,6.0,3.0,"Alpine County, CA",2016.0,554.0,518.0,36.0,6.5,CA,Medium
CN0600500000000,6.0,5.0,"Amador County, CA",2016.0,14525.0,13658.0,867.0,6.0,CA,Medium
CN0600700000000,6.0,7.0,"Butte County, CA",2016.0,101648.0,94909.0,6739.0,6.6,CA,Medium
CN0600900000000,6.0,9.0,"Calaveras County, CA",2016.0,20798.0,19615.0,1183.0,5.7,CA,Medium
CN0601100000000,6.0,11.0,"Colusa County, CA",2016.0,10908.0,9205.0,1703.0,15.6,CA,High
CN0601300000000,6.0,13.0,"Contra Costa County, CA",2016.0,553221.0,528401.0,24820.0,4.5,CA,Low
CN0601500000000,6.0,15.0,"Del Norte County, CA",2016.0,9755.0,9019.0,736.0,7.5,CA,Medium
CN0601700000000,6.0,17.0,"El Dorado County, CA",2016.0,88824.0,84248.0,4576.0,5.2,CA,Medium
CN0601900000000,6.0,19.0,"Fresno County, CA",2016.0,444737.0,402364.0,42373.0,9.5,CA,High
CN0602100000000,6.0,21.0,"Glenn County, CA",2016.0,12949.0,11867.0,1082.0,8.4,CA,High
CN0602300000000,6.0,23.0,"Humboldt County, CA",2016.0,62424.0,59338.0,3086.0,4.9,CA,Medium
CN0602500000000,6.0,25.0,"Imperial County, CA",2016.0,75186.0,56998.0,18188.0,24.2,CA,High
CN0602700000000,6.0,27.0,"Inyo County, CA",2016.0,8860.0,8390.0,470.0,5.3,CA,Medium
CN0602900000000,6.0,29.0,"Kern County, CA",2016.0,388109.0,347692.0,40417.0,10.4,CA,High
CN0603100000000,6.0,31.0,"Kings County, CA",2016.0,57161.0,51446.0,5715.0,10.0,CA,High
CN0603300000000,6.0,33.0,"Lake County, CA",2016.0,29067.0,27108.0,1959.0,6.7,CA,Medium
CN0603500000000,6.0,35.0,"Lassen County, CA",2016.0,10363.0,9642.0,721.0,7.0,CA,Medium
CN0603700000000,6.0,37.0,"Los Angeles County, CA",2016.0,5018920.0,4751209.0,267711.0,5.3,CA,Medium
CN0603900000000,6.0,39.0,"Madera County, CA",2016.0,61051.0,55393.0,5658.0,9.3,CA,High
CN0604100000000,6.0,41.0,"Marin County, CA",2016.0,139632.0,135040.0,4592.0,3.3,CA,Low
CN0604300000000,6.0,43.0,"Mariposa County, CA",2016.0,7568.0,7048.0,520.0,6.9,CA,Medium
CN0604500000000,6.0,45.0,"Mendocino County, CA",2016.0,39617.0,37521.0,2096.0,5.3,CA,Medium
CN0604700000000,6.0,47.0,"Merced County, CA",2016.0,114339.0,102211.0,12128.0,10.6,CA,High
CN0604900000000,6.0,49.0,"Modoc County, CA",2016.0,3292.0,3034.0,258.0,7.8,CA,Medium
CN0605100000000,6.0,51.0,"Mono County, CA",2016.0,8365.0,7915.0,450.0,5.4,CA,Medium
CN0605300000000,6.0,53.0,"Monterey County, CA",2016.0,218802.0,201971.0,16831.0,7.7,CA,Medium
CN0605500000000,6.0,55.0,"Napa County, CA",2016.0,72941.0,69799.0,3142.0,4.3,CA,Low
CN0605700000000,6.0,57.0,"Nevada County, CA",2016.0,48147.0,45838.0,2309.0,4.8,CA,Medium
CN0605900000000,6.0,59.0,"Orange County, CA",2016.0,1597447.0,1532725.0,64722.0,4.1,CA,Low
CN0606100000000,6.0,61.0,"Placer County, CA",2016.0,179634.0,171550.0,8084.0,4.5,CA,Low
CN0606300000000,6.0,63.0,"Plumas County, CA",2016.0,7851.0,7085.0,766.0,9.8,CA,High
CN0606500000000,6.0,65.0,"Riverside County, CA",2016.0,1051610.0,987187.0,64423.0,6.1,CA,Medium
CN0606700000000,6.0,67.0,"Sacramento County, CA",2016.0,693979.0,656360.0,37619.0,5.4,CA,Medium
CN0606900000000,6.0,69.0,"San Benito County, CA",2016.0,30434.0,28398.0,2036.0,6.7,CA,Medium
CN0607100000000,6.0,71.0,"San Bernardino County, CA",2016.0,930242.0,876387.0,53855.0,5.8,CA,Medium
CN0607300000000,6.0,73.0,"San Diego County, CA",2016.0,1563246.0,1489143.0,74103.0,4.7,CA,Medium
CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2016.0,555316.0,536972.0,18344.0,3.3,CA,Low
CN0607700000000,6.0,77.0,"San Joaquin County, CA",2016.0,318316.0,292367.0,25949.0,8.2,CA,High
CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2016.0,139484.0,133438.0,6046.0,4.3,CA,Low
CN0608100000000,6.0,81.0,"San Mateo County, CA",2016.0,441792.0,428282.0,13510.0,3.1,CA,Low
CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2016.0,215256.0,204329.0,10927.0,5.1,CA,Medium
CN0608500000000,6.0,85.0,"Santa Clara County, CA",2016.0,1027918.0,989048.0,38870.0,3.8,CA,Low
CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2016.0,143764.0,133730.0,10034.0,7.0,CA,Medium
CN0608900000000,6.0,89.0,"Shasta County, CA",2016.0,74207.0,69019.0,5188.0,7.0,CA,Medium
CN0609100000000,6.0,91.0,"Sierra County, CA",2016.0,1334.0,1232.0,102.0,7.6,CA,Medium
CN0609300000000,6.0,93.0,"Siskiyou County, CA",2016.0,17896.0,16370.0,1526.0,8.5,CA,High
CN0609500000000,6.0,95.0,"Solano County, CA",2016.0,207273.0,195835.0,11438.0,5.5,CA,Medium
CN0609700000000,6.0,97.0,"Sonoma County, CA",2016.0,259214.0,248876.0,10338.0,4.0,CA,Low
CN0609900000000,6.0,99.0,"Stanislaus County, CA",2016.0,242737.0,221769.0,20968.0,8.6,CA,High
CN0610100000000,6.0,101.0,"Sutter County, CA",2016.0,44983.0,40612.0,4371.0,9.7,CA,High
CN0610300000000,6.0,103.0,"Tehama County, CA",2016.0,25071.0,23280.0,1791.0,7.1,CA,Medium
CN0610500000000,6.0,105.0,"Trinity County, CA",2016.0,4993.0,4638.0,355.0,7.1,CA,Medium
CN0610700000000,6.0,107.0,"Tulare County, CA",2016.0,203292.0,180503.0,22789.0,11.2,CA,High
CN0610900000000,6.0,109.0,"Tuolumne County, CA",2016.0,21567.0,20221.0,1346.0,6.2,CA,Medium
CN0611100000000,6.0,111.0,"Ventura County, CA",2016.0,425346.0,403087.0,22259.0,5.2,CA,Medium
CN0611300000000,6.0,113.0,"Yolo County, CA",2016.0,106078.0,99812.0,6266.0,5.9,CA,Medium
CN0611500000000,6.0,115.0,"Yuba County, CA",2016.0,28153.0,25722.0,2431.0,8.6,CA,High
CN0800100000000,8.0,1.0,"Adams County, CO",2016.0,253599.0,244903.0,8696.0,3.4,CO,Low
CN0800300000000,8.0,3.0,"Alamosa County, CO",2016.0,7964.0,7657.0,307.0,3.9,CO,Low
CN0800500000000,8.0,5.0,"Arapahoe County, CO",2016.0,340623.0,330532.0,10091.0,3.0,CO,Low
CN0800700000000,8.0,7.0,"Archuleta County, CO",2016.0,6365.0,6165.0,200.0,3.1,CO,Low
CN0800900000000,8.0,9.0,"Baca County, CO",2016.0,2093.0,2059.0,34.0,1.6,CO,Low
CN0801100000000,8.0,11.0,"Bent County, CO",2016.0,1851.0,1797.0,54.0,2.9,CO,Low
CN0801300000000,8.0,13.0,"Boulder County, CO",2016.0,180901.0,176286.0,4615.0,2.6,CO,Low
CN0801400000000,8.0,14.0,"Broomfield County/city, CO",2016.0,36784.0,35767.0,1017.0,2.8,CO,Low
CN0801500000000,8.0,15.0,"Chaffee County, CO",2016.0,8843.0,8619.0,224.0,2.5,CO,Low
CN0801700000000,8.0,17.0,"Cheyenne County, CO",2016.0,1081.0,1058.0,23.0,2.1,CO,Low
CN0801900000000,8.0,19.0,"Clear Creek County, CO",2016.0,5686.0,5513.0,173.0,3.0,CO,Low
CN0802100000000,8.0,21.0,"Conejos County, CO",2016.0,3769.0,3594.0,175.0,4.6,CO,Medium
CN0802300000000,8.0,23.0,"Costilla County, CO",2016.0,1728.0,1648.0,80.0,4.6,CO,Medium
CN0802500000000,8.0,25.0,"Crowley County, CO",2016.0,1422.0,1374.0,48.0,3.4,CO,Low
CN0802700000000,8.0,27.0,"Custer County, CO",2016.0,2019.0,1958.0,61.0,3.0,CO,Low
CN0802900000000,8.0,29.0,"Delta County, CO",2016.0,13948.0,13293.0,655.0,4.7,CO,Medium
CN0803100000000,8.0,31.0,"Denver County/city, CO",2016.0,385108.0,373645.0,11463.0,3.0,CO,Low
CN0803300000000,8.0,33.0,"Dolores County, CO",2016.0,1071.0,1031.0,40.0,3.7,CO,Low
CN0803500000000,8.0,35.0,"Douglas County, CO",2016.0,177570.0,173042.0,4528.0,2.5,CO,Low
CN0803700000000,8.0,37.0,"Eagle County, CO",2016.0,33733.0,32848.0,885.0,2.6,CO,Low
CN0803900000000,8.0,39.0,"Elbert County, CO",2016.0,13802.0,13460.0,342.0,2.5,CO,Low
CN0804100000000,8.0,41.0,"El Paso County, CO",2016.0,314650.0,303352.0,11298.0,3.6,CO,Low
CN0804300000000,8.0,43.0,"Fremont County, CO",2016.0,14695.0,13968.0,727.0,4.9,CO,Medium
CN0804500000000,8.0,45.0,"Garfield County, CO",2016.0,30994.0,29959.0,1035.0,3.3,CO,Low
CN0804700000000,8.0,47.0,"Gilpin County, CO",2016.0,3485.0,3406.0,79.0,2.3,CO,Low
CN0804900000000,8.0,49.0,"Grand County, CO",2016.0,9191.0,8955.0,236.0,2.6,CO,Low
CN0805100000000,8.0,51.0,"Gunnison County, CO",2016.0,10140.0,9918.0,222.0,2.2,CO,Low
CN0805300000000,8.0,53.0,"Hinsdale County, CO",2016.0,447.0,437.0,10.0,2.2,CO,Low
CN0805500000000,8.0,55.0,"Huerfano County, CO",2016.0,2497.0,2346.0,151.0,6.0,CO,Medium
CN0805700000000,8.0,57.0,"Jackson County, CO",2016.0,892.0,869.0,23.0,2.6,CO,Low
CN0805900000000,8.0,59.0,"Jefferson County, CO",2016.0,315406.0,306493.0,8913.0,2.8,CO,Low
CN0806100000000,8.0,61.0,"Kiowa County, CO",2016.0,846.0,830.0,16.0,1.9,CO,Low
